,Item to Item,Duration
2246,"('Gatorade (12)', 'LaCroix (12)')",7.0
2247,"('Gatorade (12)', 'Pepsi (12)')",6.5
2248,"('Gatorade (12)', 'Seltzer (6)')",11.0
2249,"('Gatorade (12)', 'Bottled Water (24)')",9.5
2250,"('Gatorade (12)', 'Milk Gallon')",7.0
2251,"('Gatorade (12)', 'Butter Sticks')",10.0
2252,"('Gatorade (12)', 'Cookie Dough')",10.5
2253,"('Gatorade (12)', 'Chobani (4)')",12.0
2254,"('Gatorade (12)', 'Eggs (12)')",11.0
2255,"('Gatorade (12)', 'Waffles')",13.0
2256,"('Gatorade (12)', 'Taquitos')",11.0
2257,"('Gatorade (12)', ""Breyer's Ice Cream"")",10.0
2258,"('Gatorade (12)', 'Lasagna')",12.0
2259,"('Gatorade (12)', 'Bagel Bites')",13.0
2260,"('Gatorade (12)', 'Pizza (12"")')",12.0
2261,"('Gatorade (12)', 'End Node')",10.5
2262,"('Redbull (4)', 'Start Node')",10.0
2263,"('Redbull (4)', 'Coffee Beans')",11.5
2264,"('Redbull (4)', 'K-Cups')",13.5
2265,"('Redbull (4)', 'Capt. Crunch')",16.5
2266,"('Redbull (4)', 'Chewy Bars')",17.0
2267,"('Redbull (4)', 'Granola')",16.0
2268,"('Redbull (4)', ""Hershey's"")",16.5
2269,"('Redbull (4)', 'Flour')",15.5
2270,"('Redbull (4)', 'Syrup')",14.5
2271,"('Redbull (4)', 'Brownie Mix')",11.5
2272,"('Redbull (4)', 'Seasoning')",10.0
2273,"('Redbull (4)', 'Soup')",10.5
2274,"('Redbull (4)', 'Mac & Cheese')",12.5
2275,"('Redbull (4)', 'Ketchup')",15.5
2276,"('Redbull (4)', 'Pickles')",16.0
2277,"('Redbull (4)', 'Italian Dressing')",15.5
2278,"('Redbull (4)', 'Soy Sauce')",13.5
2279,"('Redbull (4)', 'Penne')",14.0
2280,"('Redbull (4)', 'CapriSun')",14.5
2281,"('Redbull (4)', 'Tortillas')",11.5
2282,"('Redbull (4)', 'Tomato Sauce')",8.5
2283,"('Redbull (4)', 'Ibuprofen')",8.0
2284,"('Redbull (4)', 'Diapers')",9.5
2285,"('Redbull (4)', 'Tootpaste')",12.5
2286,"('Redbull (4)', 'Tampons')",13.5
2287,"('Redbull (4)', 'Shampoo')",12.0
2288,"('Redbull (4)', 'Toilet Paper')",6.5
2289,"('Redbull (4)', 'Paper Towels')",7.5
2290,"('Redbull (4)', 'Napkins')",9.5
2291,"('Redbull (4)', 'Solo Cups')",11.5
2292,"('Redbull (4)', 'Trash Bags')",11.5
2293,"('Redbull (4)', 'Dish Soap')",5.5
2294,"('Redbull (4)', 'Detergent')",6.0
2295,"('Redbull (4)', 'Broom')",7.5
2296,"('Redbull (4)', 'Dog Treats')",10.5
2297,"('Redbull (4)', 'Air Freshner')",11.5
2298,"('Redbull (4)', 'Oreos')",5.5
2299,"('Redbull (4)', 'Popcorn')",2.5
2300,"('Redbull (4)', 'Gatorade (12)')",0.5
2301,"('Redbull (4)', 'Redbull (4)')",0.0
2302,"('Redbull (4)', 'Ritz')",1.5
2303,"('Redbull (4)', 'Coca Cola (12)')",5.5
2304,"('Redbull (4)', 'LaCroix (12)')",6.5
2305,"('Redbull (4)', 'Pepsi (12)')",6.0
2306,"('Redbull (4)', 'Seltzer (6)')",11.5
2307,"('Redbull (4)', 'Bottled Water (24)')",10.0
2308,"('Redbull (4)', 'Milk Gallon')",6.5
2309,"('Redbull (4)', 'Butter Sticks')",9.5
2310,"('Redbull (4)', 'Cookie Dough')",10.0
2311,"('Redbull (4)', 'Chobani (4)')",11.5
2312,"('Redbull (4)', 'Eggs (12)')",11.5
2313,"('Redbull (4)', 'Waffles')",13.5
2314,"('Redbull (4)', 'Taquitos')",10.5
2315,"('Redbull (4)', ""Breyer's Ice Cream"")",9.5
2316,"('Redbull (4)', 'Lasagna')",11.5
2317,"('Redbull (4)', 'Bagel Bites')",12.5
2318,"('Redbull (4)', 'Pizza (12"")')",12.5
2319,"('Redbull (4)', 'End Node')",10.0
2320,"('Ritz', 'Start Node')",8.5
2321,"('Ritz', 'Coffee Beans')",10.0
2322,"('Ritz', 'K-Cups')",12.0
2323,"('Ritz', 'Capt. Crunch')",15.0
2324,"('Ritz', 'Chewy Bars')",17.5
2325,"('Ritz', 'Granola')",17.5
2326,"('Ritz', ""Hershey's"")",16.0
2327,"('Ritz', 'Flour')",14.0
2328,"('Ritz', 'Syrup')",13.0
2329,"('Ritz', 'Brownie Mix')",10.0
2330,"('Ritz', 'Seasoning')",8.5
2331,"('Ritz', 'Soup')",9.0
2332,"('Ritz', 'Mac & Cheese')",11.0
2333,"('Ritz', 'Ketchup')",14.0
2334,"('Ritz', 'Pickles')",14.5
2335,"('Ritz', 'Italian Dressing')",15.0
2336,"('Ritz', 'Soy Sauce')",15.0
2337,"('Ritz', 'Penne')",14.5
2338,"('Ritz', 'CapriSun')",14.0
2339,"('Ritz', 'Tortillas')",10.0
2340,"('Ritz', 'Tomato Sauce')",7.0
2341,"('Ritz', 'Ibuprofen')",6.5
2342,"('Ritz', 'Diapers')",8.0
2343,"('Ritz', 'Tootpaste')",14.0
2344,"('Ritz', 'Tampons')",13.0
2345,"('Ritz', 'Shampoo')",13.5
2346,"('Ritz', 'Toilet Paper')",5.0
2347,"('Ritz', 'Paper Towels')",6.0
2348,"('Ritz', 'Napkins')",8.0
2349,"('Ritz', 'Solo Cups')",10.0
2350,"('Ritz', 'Trash Bags')",13.0
2351,"('Ritz', 'Dish Soap')",4.0
2352,"('Ritz', 'Detergent')",4.5
2353,"('Ritz', 'Broom')",6.0
2354,"('Ritz', 'Dog Treats')",9.0
2355,"('Ritz', 'Air Freshner')",10.0
2356,"('Ritz', 'Oreos')",7.0
2357,"('Ritz', 'Popcorn')",4.0
2358,"('Ritz', 'Gatorade (12)')",2.0
2359,"('Ritz', 'Redbull (4)')",1.5
2360,"('Ritz', 'Ritz')",0.0
2361,"('Ritz', 'Coca Cola (12)')",4.0
2362,"('Ritz', 'LaCroix (12)')",5.0
2363,"('Ritz', 'Pepsi (12)')",4.5
2364,"('Ritz', 'Seltzer (6)')",11.0
2365,"('Ritz', 'Bottled Water (24)')",11.5
2366,"('Ritz', 'Milk Gallon')",5.0
2367,"('Ritz', 'Butter Sticks')",8.0
2368,"('Ritz', 'Cookie Dough')",8.5
2369,"('Ritz', 'Chobani (4)')",10.0
2370,"('Ritz', 'Eggs (12)')",13.0
2371,"('Ritz', 'Waffles')",13.0
2372,"('Ritz', 'Taquitos')",9.0
2373,"('Ritz', ""Breyer's Ice Cream"")",8.0
2374,"('Ritz', 'Lasagna')",10.0
2375,"('Ritz', 'Bagel Bites')",11.0
2376,"('Ritz', 'Pizza (12"")')",14.0
2377,"('Ritz', 'End Node')",8.5
2378,"('Coca Cola (12)', 'Start Node')",9.5
2379,"('Coca Cola (12)', 'Coffee Beans')",11.0
2380,"('Coca Cola (12)', 'K-Cups')",13.0
2381,"('Coca Cola (12)', 'Capt. Crunch')",16.0
2382,"('Coca Cola (12)', 'Chewy Bars')",18.5
2383,"('Coca Cola (12)', 'Granola')",18.5
2384,"('Coca Cola (12)', ""Hershey's"")",17.0
2385,"('Coca Cola (12)', 'Flour')",15.0
2386,"('Coca Cola (12)', 'Syrup')",14.0
2387,"('Coca Cola (12)', 'Brownie Mix')",11.0
2388,"('Coca Cola (12)', 'Seasoning')",9.5
2389,"('Coca Cola (12)', 'Soup')",10.0
2390,"('Coca Cola (12)', 'Mac & Cheese')",12.0
2391,"('Coca Cola (12)', 'Ketchup')",15.0
2392,"('Coca Cola (12)', 'Pickles')",15.5
2393,"('Coca Cola (12)', 'Italian Dressing')",16.0
2394,"('Coca Cola (12)', 'Soy Sauce')",16.0
2395,"('Coca Cola (12)', 'Penne')",15.5
2396,"('Coca Cola (12)', 'CapriSun')",15.0
2397,"('Coca Cola (12)', 'Tortillas')",11.0
2398,"('Coca Cola (12)', 'Tomato Sauce')",8.0
2399,"('Coca Cola (12)', 'Ibuprofen')",7.5
2400,"('Coca Cola (12)', 'Diapers')",9.0
2401,"('Coca Cola (12)', 'Tootpaste')",15.0
2402,"('Coca Cola (12)', 'Tampons')",14.0
2403,"('Coca Cola (12)', 'Shampoo')",14.5
2404,"('Coca Cola (12)', 'Toilet Paper')",6.0
2405,"('Coca Cola (12)', 'Paper Towels')",7.0
2406,"('Coca Cola (12)', 'Napkins')",9.0
2407,"('Coca Cola (12)', 'Solo Cups')",11.0
2408,"('Coca Cola (12)', 'Trash Bags')",14.0
2409,"('Coca Cola (12)', 'Dish Soap')",5.0
2410,"('Coca Cola (12)', 'Detergent')",5.5
2411,"('Coca Cola (12)', 'Broom')",7.0
2412,"('Coca Cola (12)', 'Dog Treats')",10.0
2413,"('Coca Cola (12)', 'Air Freshner')",11.0
2414,"('Coca Cola (12)', 'Oreos')",11.0
2415,"('Coca Cola (12)', 'Popcorn')",8.0
2416,"('Coca Cola (12)', 'Gatorade (12)')",6.0
2417,"('Coca Cola (12)', 'Redbull (4)')",5.5
2418,"('Coca Cola (12)', 'Ritz')",4.0
2419,"('Coca Cola (12)', 'Coca Cola (12)')",0.0
2420,"('Coca Cola (12)', 'LaCroix (12)')",1.0
2421,"('Coca Cola (12)', 'Pepsi (12)')",0.5
2422,"('Coca Cola (12)', 'Seltzer (6)')",7.0
2423,"('Coca Cola (12)', 'Bottled Water (24)')",8.5
2424,"('Coca Cola (12)', 'Milk Gallon')",4.0
2425,"('Coca Cola (12)', 'Butter Sticks')",7.0
2426,"('Coca Cola (12)', 'Cookie Dough')",7.5
2427,"('Coca Cola (12)', 'Chobani (4)')",9.0
2428,"('Coca Cola (12)', 'Eggs (12)')",12.0
2429,"('Coca Cola (12)', 'Waffles')",12.0
2430,"('Coca Cola (12)', 'Taquitos')",8.0
2431,"('Coca Cola (12)', ""Breyer's Ice Cream"")",7.0
2432,"('Coca Cola (12)', 'Lasagna')",9.0
2433,"('Coca Cola (12)', 'Bagel Bites')",10.0
2434,"('Coca Cola (12)', 'Pizza (12"")')",13.0
2435,"('Coca Cola (12)', 'End Node')",9.5
2436,"('LaCroix (12)', 'Start Node')",10.5
2437,"('LaCroix (12)', 'Coffee Beans')",12.0
2438,"('LaCroix (12)', 'K-Cups')",14.0
2439,"('LaCroix (12)', 'Capt. Crunch')",17.0
2440,"('LaCroix (12)', 'Chewy Bars')",18.5
2441,"('LaCroix (12)', 'Granola')",17.5
2442,"('LaCroix (12)', ""Hershey's"")",18.0
2443,"('LaCroix (12)', 'Flour')",16.0
2444,"('LaCroix (12)', 'Syrup')",15.0
2445,"('LaCroix (12)', 'Brownie Mix')",12.0
2446,"('LaCroix (12)', 'Seasoning')",10.5
2447,"('LaCroix (12)', 'Soup')",11.0
2448,"('LaCroix (12)', 'Mac & Cheese')",13.0
2449,"('LaCroix (12)', 'Ketchup')",16.0
2450,"('LaCroix (12)', 'Pickles')",16.5
2451,"('LaCroix (12)', 'Italian Dressing')",17.0
2452,"('LaCroix (12)', 'Soy Sauce')",15.0
2453,"('LaCroix (12)', 'Penne')",15.5
2454,"('LaCroix (12)', 'CapriSun')",16.0
2455,"('LaCroix (12)', 'Tortillas')",12.0
2456,"('LaCroix (12)', 'Tomato Sauce')",9.0
2457,"('LaCroix (12)', 'Ibuprofen')",8.5
2458,"('LaCroix (12)', 'Diapers')",10.0
2459,"('LaCroix (12)', 'Tootpaste')",14.0
2460,"('LaCroix (12)', 'Tampons')",15.0
2461,"('LaCroix (12)', 'Shampoo')",13.5
2462,"('LaCroix (12)', 'Toilet Paper')",7.0
2463,"('LaCroix (12)', 'Paper Towels')",8.0
2464,"('LaCroix (12)', 'Napkins')",10.0
2465,"('LaCroix (12)', 'Solo Cups')",12.0
2466,"('LaCroix (12)', 'Trash Bags')",13.0
2467,"('LaCroix (12)', 'Dish Soap')",6.0
2468,"('LaCroix (12)', 'Detergent')",6.5
2469,"('LaCroix (12)', 'Broom')",8.0
2470,"('LaCroix (12)', 'Dog Treats')",11.0
2471,"('LaCroix (12)', 'Air Freshner')",12.0
2472,"('LaCroix (12)', 'Oreos')",12.0
2473,"('LaCroix (12)', 'Popcorn')",9.0
2474,"('LaCroix (12)', 'Gatorade (12)')",7.0
2475,"('LaCroix (12)', 'Redbull (4)')",6.5
2476,"('LaCroix (12)', 'Ritz')",5.0
2477,"('LaCroix (12)', 'Coca Cola (12)')",1.0
2478,"('LaCroix (12)', 'LaCroix (12)')",0.0
2479,"('LaCroix (12)', 'Pepsi (12)')",0.5
2480,"('LaCroix (12)', 'Seltzer (6)')",6.0
2481,"('LaCroix (12)', 'Bottled Water (24)')",7.5
2482,"('LaCroix (12)', 'Milk Gallon')",5.0
2483,"('LaCroix (12)', 'Butter Sticks')",8.0
2484,"('LaCroix (12)', 'Cookie Dough')",8.5
2485,"('LaCroix (12)', 'Chobani (4)')",10.0
2486,"('LaCroix (12)', 'Eggs (12)')",11.0
2487,"('LaCroix (12)', 'Waffles')",13.0
2488,"('LaCroix (12)', 'Taquitos')",9.0
2489,"('LaCroix (12)', ""Breyer's Ice Cream"")",8.0
2490,"('LaCroix (12)', 'Lasagna')",10.0
2491,"('LaCroix (12)', 'Bagel Bites')",11.0
2492,"('LaCroix (12)', 'Pizza (12"")')",12.0
2493,"('LaCroix (12)', 'End Node')",10.5
2494,"('Pepsi (12)', 'Start Node')",10.0
2495,"('Pepsi (12)', 'Coffee Beans')",11.5
2496,"('Pepsi (12)', 'K-Cups')",13.5
2497,"('Pepsi (12)', 'Capt. Crunch')",16.5
2498,"('Pepsi (12)', 'Chewy Bars')",19.0
2499,"('Pepsi (12)', 'Granola')",18.0
2500,"('Pepsi (12)', ""Hershey's"")",17.5
2501,"('Pepsi (12)', 'Flour')",15.5
2502,"('Pepsi (12)', 'Syrup')",14.5
2503,"('Pepsi (12)', 'Brownie Mix')",11.5
2504,"('Pepsi (12)', 'Seasoning')",10.0
2505,"('Pepsi (12)', 'Soup')",10.5
2506,"('Pepsi (12)', 'Mac & Cheese')",12.5
2507,"('Pepsi (12)', 'Ketchup')",15.5
2508,"('Pepsi (12)', 'Pickles')",16.0
2509,"('Pepsi (12)', 'Italian Dressing')",16.5
2510,"('Pepsi (12)', 'Soy Sauce')",15.5
2511,"('Pepsi (12)', 'Penne')",16.0
2512,"('Pepsi (12)', 'CapriSun')",15.5
2513,"('Pepsi (12)', 'Tortillas')",11.5
2514,"('Pepsi (12)', 'Tomato Sauce')",8.5
2515,"('Pepsi (12)', 'Ibuprofen')",8.0
2516,"('Pepsi (12)', 'Diapers')",9.5
2517,"('Pepsi (12)', 'Tootpaste')",14.5
2518,"('Pepsi (12)', 'Tampons')",14.5
2519,"('Pepsi (12)', 'Shampoo')",14.0
2520,"('Pepsi (12)', 'Toilet Paper')",6.5
2521,"('Pepsi (12)', 'Paper Towels')",7.5
2522,"('Pepsi (12)', 'Napkins')",9.5
2523,"('Pepsi (12)', 'Solo Cups')",11.5
2524,"('Pepsi (12)', 'Trash Bags')",13.5
2525,"('Pepsi (12)', 'Dish Soap')",5.5
2526,"('Pepsi (12)', 'Detergent')",6.0
2527,"('Pepsi (12)', 'Broom')",7.5
2528,"('Pepsi (12)', 'Dog Treats')",10.5
2529,"('Pepsi (12)', 'Air Freshner')",11.5
2530,"('Pepsi (12)', 'Oreos')",11.5
2531,"('Pepsi (12)', 'Popcorn')",8.5
2532,"('Pepsi (12)', 'Gatorade (12)')",6.5
2533,"('Pepsi (12)', 'Redbull (4)')",6.0
2534,"('Pepsi (12)', 'Ritz')",4.5
2535,"('Pepsi (12)', 'Coca Cola (12)')",0.5
2536,"('Pepsi (12)', 'LaCroix (12)')",0.5
2537,"('Pepsi (12)', 'Pepsi (12)')",0.0
2538,"('Pepsi (12)', 'Seltzer (6)')",6.5
2539,"('Pepsi (12)', 'Bottled Water (24)')",8.0
2540,"('Pepsi (12)', 'Milk Gallon')",4.5
2541,"('Pepsi (12)', 'Butter Sticks')",7.5
2542,"('Pepsi (12)', 'Cookie Dough')",8.0
2543,"('Pepsi (12)', 'Chobani (4)')",9.5
2544,"('Pepsi (12)', 'Eggs (12)')",11.5
2545,"('Pepsi (12)', 'Waffles')",12.5
2546,"('Pepsi (12)', 'Taquitos')",8.5
2547,"('Pepsi (12)', ""Breyer's Ice Cream"")",7.5
2548,"('Pepsi (12)', 'Lasagna')",9.5
2549,"('Pepsi (12)', 'Bagel Bites')",10.5
2550,"('Pepsi (12)', 'Pizza (12"")')",12.5
2551,"('Pepsi (12)', 'End Node')",10.0
2552,"('Seltzer (6)', 'Start Node')",16.5
2553,"('Seltzer (6)', 'Coffee Beans')",18.0
2554,"('Seltzer (6)', 'K-Cups')",18.0
2555,"('Seltzer (6)', 'Capt. Crunch')",15.0
2556,"('Seltzer (6)', 'Chewy Bars')",12.5
2557,"('Seltzer (6)', 'Granola')",11.5
2558,"('Seltzer (6)', ""Hershey's"")",12.0
2559,"('Seltzer (6)', 'Flour')",14.0
2560,"('Seltzer (6)', 'Syrup')",15.0
2561,"('Seltzer (6)', 'Brownie Mix')",18.0
2562,"('Seltzer (6)', 'Seasoning')",16.5
2563,"('Seltzer (6)', 'Soup')",17.0
2564,"('Seltzer (6)', 'Mac & Cheese')",15.0
2565,"('Seltzer (6)', 'Ketchup')",12.0
2566,"('Seltzer (6)', 'Pickles')",11.5
2567,"('Seltzer (6)', 'Italian Dressing')",11.0
2568,"('Seltzer (6)', 'Soy Sauce')",9.0
2569,"('Seltzer (6)', 'Penne')",9.5
2570,"('Seltzer (6)', 'CapriSun')",10.0
2571,"('Seltzer (6)', 'Tortillas')",14.0
2572,"('Seltzer (6)', 'Tomato Sauce')",15.0
2573,"('Seltzer (6)', 'Ibuprofen')",14.5
2574,"('Seltzer (6)', 'Diapers')",14.0
2575,"('Seltzer (6)', 'Tootpaste')",8.0
2576,"('Seltzer (6)', 'Tampons')",9.0
2577,"('Seltzer (6)', 'Shampoo')",7.5
2578,"('Seltzer (6)', 'Toilet Paper')",13.0
2579,"('Seltzer (6)', 'Paper Towels')",14.0
2580,"('Seltzer (6)', 'Napkins')",12.0
2581,"('Seltzer (6)', 'Solo Cups')",10.0
2582,"('Seltzer (6)', 'Trash Bags')",7.0
2583,"('Seltzer (6)', 'Dish Soap')",12.0
2584,"('Seltzer (6)', 'Detergent')",12.5
2585,"('Seltzer (6)', 'Broom')",12.0
2586,"('Seltzer (6)', 'Dog Treats')",9.0
2587,"('Seltzer (6)', 'Air Freshner')",8.0
2588,"('Seltzer (6)', 'Oreos')",6.0
2589,"('Seltzer (6)', 'Popcorn')",9.0
2590,"('Seltzer (6)', 'Gatorade (12)')",11.0
2591,"('Seltzer (6)', 'Redbull (4)')",11.5
2592,"('Seltzer (6)', 'Ritz')",11.0
2593,"('Seltzer (6)', 'Coca Cola (12)')",7.0
2594,"('Seltzer (6)', 'LaCroix (12)')",6.0
2595,"('Seltzer (6)', 'Pepsi (12)')",6.5
2596,"('Seltzer (6)', 'Seltzer (6)')",0.0
2597,"('Seltzer (6)', 'Bottled Water (24)')",1.5
2598,"('Seltzer (6)', 'Milk Gallon')",11.0
2599,"('Seltzer (6)', 'Butter Sticks')",10.0
2600,"('Seltzer (6)', 'Cookie Dough')",9.5
2601,"('Seltzer (6)', 'Chobani (4)')",8.0
2602,"('Seltzer (6)', 'Eggs (12)')",5.0
2603,"('Seltzer (6)', 'Waffles')",7.0
2604,"('Seltzer (6)', 'Taquitos')",11.0
2605,"('Seltzer (6)', ""Breyer's Ice Cream"")",12.0
2606,"('Seltzer (6)', 'Lasagna')",10.0
2607,"('Seltzer (6)', 'Bagel Bites')",9.0
2608,"('Seltzer (6)', 'Pizza (12"")')",6.0
2609,"('Seltzer (6)', 'End Node')",16.5
2610,"('Bottled Water (24)', 'Start Node')",18.0
2611,"('Bottled Water (24)', 'Coffee Beans')",18.5
2612,"('Bottled Water (24)', 'K-Cups')",16.5
2613,"('Bottled Water (24)', 'Capt. Crunch')",13.5
2614,"('Bottled Water (24)', 'Chewy Bars')",11.0
2615,"('Bottled Water (24)', 'Granola')",10.0
2616,"('Bottled Water (24)', ""Hershey's"")",10.5
2617,"('Bottled Water (24)', 'Flour')",12.5
2618,"('Bottled Water (24)', 'Syrup')",13.5
2619,"('Bottled Water (24)', 'Brownie Mix')",16.5
2620,"('Bottled Water (24)', 'Seasoning')",18.0
2621,"('Bottled Water (24)', 'Soup')",15.5
2622,"('Bottled Water (24)', 'Mac & Cheese')",13.5
2623,"('Bottled Water (24)', 'Ketchup')",10.5
2624,"('Bottled Water (24)', 'Pickles')",10.0
2625,"('Bottled Water (24)', 'Italian Dressing')",9.5
2626,"('Bottled Water (24)', 'Soy Sauce')",7.5
2627,"('Bottled Water (24)', 'Penne')",8.0
2628,"('Bottled Water (24)', 'CapriSun')",8.5
2629,"('Bottled Water (24)', 'Tortillas')",12.5
2630,"('Bottled Water (24)', 'Tomato Sauce')",15.5
2631,"('Bottled Water (24)', 'Ibuprofen')",14.0
2632,"('Bottled Water (24)', 'Diapers')",12.5
2633,"('Bottled Water (24)', 'Tootpaste')",6.5
2634,"('Bottled Water (24)', 'Tampons')",7.5
2635,"('Bottled Water (24)', 'Shampoo')",6.0
2636,"('Bottled Water (24)', 'Toilet Paper')",13.5
2637,"('Bottled Water (24)', 'Paper Towels')",12.5
2638,"('Bottled Water (24)', 'Napkins')",10.5
2639,"('Bottled Water (24)', 'Solo Cups')",8.5
2640,"('Bottled Water (24)', 'Trash Bags')",5.5
2641,"('Bottled Water (24)', 'Dish Soap')",12.5
2642,"('Bottled Water (24)', 'Detergent')",12.0
2643,"('Bottled Water (24)', 'Broom')",10.5
2644,"('Bottled Water (24)', 'Dog Treats')",7.5
2645,"('Bottled Water (24)', 'Air Freshner')",6.5
2646,"('Bottled Water (24)', 'Oreos')",4.5
2647,"('Bottled Water (24)', 'Popcorn')",7.5
2648,"('Bottled Water (24)', 'Gatorade (12)')",9.5
2649,"('Bottled Water (24)', 'Redbull (4)')",10.0
2650,"('Bottled Water (24)', 'Ritz')",11.5
2651,"('Bottled Water (24)', 'Coca Cola (12)')",8.5
2652,"('Bottled Water (24)', 'LaCroix (12)')",7.5
2653,"('Bottled Water (24)', 'Pepsi (12)')",8.0
2654,"('Bottled Water (24)', 'Seltzer (6)')",1.5
2655,"('Bottled Water (24)', 'Bottled Water (24)')",0.0
2656,"('Bottled Water (24)', 'Milk Gallon')",11.5
2657,"('Bottled Water (24)', 'Butter Sticks')",8.5
2658,"('Bottled Water (24)', 'Cookie Dough')",8.0
2659,"('Bottled Water (24)', 'Chobani (4)')",6.5
2660,"('Bottled Water (24)', 'Eggs (12)')",3.5
2661,"('Bottled Water (24)', 'Waffles')",5.5
2662,"('Bottled Water (24)', 'Taquitos')",9.5
2663,"('Bottled Water (24)', ""Breyer's Ice Cream"")",10.5
2664,"('Bottled Water (24)', 'Lasagna')",8.5
2665,"('Bottled Water (24)', 'Bagel Bites')",7.5
2666,"('Bottled Water (24)', 'Pizza (12"")')",4.5
2667,"('Bottled Water (24)', 'End Node')",18.0
2668,"('Milk Gallon', 'Start Node')",10.5
2669,"('Milk Gallon', 'Coffee Beans')",12.0
2670,"('Milk Gallon', 'K-Cups')",14.0
2671,"('Milk Gallon', 'Capt. Crunch')",17.0
2672,"('Milk Gallon', 'Chewy Bars')",19.5
2673,"('Milk Gallon', 'Granola')",19.5
2674,"('Milk Gallon', ""Hershey's"")",18.0
2675,"('Milk Gallon', 'Flour')",16.0
2676,"('Milk Gallon', 'Syrup')",15.0
2677,"('Milk Gallon', 'Brownie Mix')",12.0
2678,"('Milk Gallon', 'Seasoning')",10.5
2679,"('Milk Gallon', 'Soup')",11.0
2680,"('Milk Gallon', 'Mac & Cheese')",13.0
2681,"('Milk Gallon', 'Ketchup')",16.0
2682,"('Milk Gallon', 'Pickles')",16.5
2683,"('Milk Gallon', 'Italian Dressing')",17.0
2684,"('Milk Gallon', 'Soy Sauce')",17.0
2685,"('Milk Gallon', 'Penne')",16.5
2686,"('Milk Gallon', 'CapriSun')",16.0
2687,"('Milk Gallon', 'Tortillas')",12.0
2688,"('Milk Gallon', 'Tomato Sauce')",9.0
2689,"('Milk Gallon', 'Ibuprofen')",8.5
2690,"('Milk Gallon', 'Diapers')",10.0
2691,"('Milk Gallon', 'Tootpaste')",16.0
2692,"('Milk Gallon', 'Tampons')",15.0
2693,"('Milk Gallon', 'Shampoo')",15.5
2694,"('Milk Gallon', 'Toilet Paper')",7.0
2695,"('Milk Gallon', 'Paper Towels')",8.0
2696,"('Milk Gallon', 'Napkins')",10.0
2697,"('Milk Gallon', 'Solo Cups')",12.0
2698,"('Milk Gallon', 'Trash Bags')",15.0
2699,"('Milk Gallon', 'Dish Soap')",6.0
2700,"('Milk Gallon', 'Detergent')",6.5
2701,"('Milk Gallon', 'Broom')",8.0
2702,"('Milk Gallon', 'Dog Treats')",11.0
2703,"('Milk Gallon', 'Air Freshner')",12.0
2704,"('Milk Gallon', 'Oreos')",12.0
2705,"('Milk Gallon', 'Popcorn')",9.0
2706,"('Milk Gallon', 'Gatorade (12)')",7.0
2707,"('Milk Gallon', 'Redbull (4)')",6.5
2708,"('Milk Gallon', 'Ritz')",5.0
2709,"('Milk Gallon', 'Coca Cola (12)')",4.0
2710,"('Milk Gallon', 'LaCroix (12)')",5.0
2711,"('Milk Gallon', 'Pepsi (12)')",4.5
2712,"('Milk Gallon', 'Seltzer (6)')",11.0
2713,"('Milk Gallon', 'Bottled Water (24)')",11.5
2714,"('Milk Gallon', 'Milk Gallon')",0.0
2715,"('Milk Gallon', 'Butter Sticks')",3.0
2716,"('Milk Gallon', 'Cookie Dough')",3.5
2717,"('Milk Gallon', 'Chobani (4)')",5.0
2718,"('Milk Gallon', 'Eggs (12)')",8.0
2719,"('Milk Gallon', 'Waffles')",11.0
2720,"('Milk Gallon', 'Taquitos')",7.0
2721,"('Milk Gallon', ""Breyer's Ice Cream"")",6.0
2722,"('Milk Gallon', 'Lasagna')",8.0
2723,"('Milk Gallon', 'Bagel Bites')",9.0
2724,"('Milk Gallon', 'Pizza (12"")')",12.0
2725,"('Milk Gallon', 'End Node')",10.5
2726,"('Butter Sticks', 'Start Node')",13.5
2727,"('Butter Sticks', 'Coffee Beans')",15.0
2728,"('Butter Sticks', 'K-Cups')",17.0
2729,"('Butter Sticks', 'Capt. Crunch')",20.0
2730,"('Butter Sticks', 'Chewy Bars')",17.5
2731,"('Butter Sticks', 'Granola')",16.5
2732,"('Butter Sticks', ""Hershey's"")",17.0
2733,"('Butter Sticks', 'Flour')",19.0
2734,"('Butter Sticks', 'Syrup')",18.0
2735,"('Butter Sticks', 'Brownie Mix')",15.0
2736,"('Butter Sticks', 'Seasoning')",13.5
2737,"('Butter Sticks', 'Soup')",14.0
2738,"('Butter Sticks', 'Mac & Cheese')",16.0
2739,"('Butter Sticks', 'Ketchup')",17.0
2740,"('Butter Sticks', 'Pickles')",16.5
2741,"('Butter Sticks', 'Italian Dressing')",16.0
2742,"('Butter Sticks', 'Soy Sauce')",14.0
2743,"('Butter Sticks', 'Penne')",14.5
2744,"('Butter Sticks', 'CapriSun')",15.0
2745,"('Butter Sticks', 'Tortillas')",15.0
2746,"('Butter Sticks', 'Tomato Sauce')",12.0
2747,"('Butter Sticks', 'Ibuprofen')",11.5
2748,"('Butter Sticks', 'Diapers')",13.0
2749,"('Butter Sticks', 'Tootpaste')",13.0
2750,"('Butter Sticks', 'Tampons')",14.0
2751,"('Butter Sticks', 'Shampoo')",12.5
2752,"('Butter Sticks', 'Toilet Paper')",10.0
2753,"('Butter Sticks', 'Paper Towels')",11.0
2754,"('Butter Sticks', 'Napkins')",13.0
2755,"('Butter Sticks', 'Solo Cups')",15.0
